Date,Open,High,Low,Close,Volume
2020-01-25,191.2139968434072,199.75895518580742,181.71559844138628,190.48235592442464,988736
2020-01-26,257.0351922786027,262.25343071675746,251.76726432868554,254.4598661423608,654970
2020-01-27,139.93475643167196,144.66813195271095,131.17637257276814,135.01980921990443,853158
2020-01-28,202.84688768272233,206.30755133009868,194.24594309590668,197.95235426714615,852254
2020-01-29,218.4829137724085,219.99029324226683,214.6110095132192,218.9307136594343,507505
2020-01-30,109.29008254399955,118.07258393029502,100.82984327664344,110.12646134084655,215359
2020-01-31,221.50897038028768,229.82507946245838,220.17590166784825,223.17976500583552,166707
2020-02-01,134.1048247374583,144.10228379703346,127.73839583111982,137.7258294830319,351351
2020-02-02,113.0103185970559,122.98005013072105,109.94023906146657,119.27870855045623,570670
2020-02-03,289.7771074506667,295.7759928010903,287.69200547867115,289.8958944443882,338511
2020-02-04,293.12640661491184,301.04729335153644,291.43382780024893,295.4094678415288,335718
2020-02-05,261.6794696232922,271.18236119223405,254.41287064038897,256.45683833100423,689716
2020-02-06,160.92275383467415,169.56958035077085,156.86387916076157,159.16550866671378,150601
2020-02-07,119.53442280127678,122.76055571696556,112.01152185751792,119.33288073206182,495755
2020-02-08,236.84660530243139,241.90150252022224,235.25839823524092,236.46371210027766,595479
2020-02-09,188.03049874792026,190.1929334842837,184.19288570744476,187.34389110009351,735775
2020-02-10,124.40764696895576,133.99410621428427,118.55222533757772,129.50123324716964,778029
2020-02-11,199.03538202225405,205.49095373231197,190.9188735387034,192.47629263288613,564184
2020-02-12,106.87770422304368,109.93548947257484,103.00893169665505,106.93845256289995,513860
2020-02-13,281.8640804157564,288.90938657540914,275.23105802782334,278.7404080763738,511961
2020-02-14,151.7559963200034,158.31915048412446,142.7821965858777,157.7431470538268,351924
2020-02-15,232.5044568707964,236.72792133309196,225.96168817715565,231.16765335128036,883441
2020-02-16,162.3422152178822,164.36423354767885,159.2455799450995,163.37117661365824,914660
2020-02-17,204.01360423556216,211.05776299589735,202.7939972015533,207.3409404797644,623394
2020-02-18,209.34205586865593,215.02482517679007,200.51116600354757,201.14124070924962,349430
2020-02-19,136.9708911051054,144.92175663072615,135.77946640745193,141.56792003839777,527737
2020-02-20,293.9169255529117,299.5983970629197,285.0446104987539,298.89113167766357,222788
2020-02-21,255.02656467222292,263.69619817508976,249.26613046597802,257.94742976529153,721527
2020-02-22,287.8997883128378,293.86694986180817,278.44817902622174,291.07906432078886,651216
2020-02-23,278.9654700855298,285.0139118293483,270.7764209635668,283.3653024089547,380466
2020-02-24,219.57999576221704,228.46987818614215,209.598588767417,213.90274815442214,550930
2020-02-25,284.37484700462335,289.0061928005349,280.218440665558,282.0818381601723,450040
2020-02-26,117.6985004103839,119.90463746643967,109.79380581000376,115.97133173355888,162292
2020-02-27,139.19657248382904,140.45561657064908,134.57919426134586,136.99457113107675,653343
2020-02-28,109.04545778210762,116.84169308317018,103.72657719937244,114.74145551278683,405035
2020-02-29,165.06606615265287,171.64885211483406,158.41851698368754,170.32612453202447,706200
2020-03-01,177.7354579378964,185.07217585078942,168.87236391021935,174.59772379070026,761948
2020-03-02,154.26980635477918,157.18648380835938,144.41305513198552,147.43870432257887,452680
2020-03-03,265.7475018303859,267.9748451106668,257.8330411056052,265.7489779021582,368448
2020-03-04,171.35066533871787,172.48156732972882,166.59076429921188,168.2095925262232,631633
2020-03-05,156.18690193747614,160.3421899667355,151.39468891698252,158.7550313954255,260372
2020-03-06,208.5392166316497,214.8484758133414,200.90097591734968,206.8110651660435,191006
2020-03-07,128.18484499495253,132.7150414008501,125.03585068303781,130.1620936733534,229350
2020-03-08,260.43939615080797,265.3766704490215,258.4451291326254,259.10733610764527,788725
2020-03-09,114.91012873595416,124.0475569863979,110.71852931718718,119.03396751749634,905878
2020-03-10,297.3773873201035,301.5116865233132,293.7922363952167,297.27963446071465,888768
2020-03-11,254.44895385933148,260.0748592617698,250.78218077522757,256.2333446210019,948464
2020-03-12,139.7431363068345,147.79601342150477,136.6406665473853,138.51492331455964,306487
2020-03-13,101.10442342472048,105.67330846561191,99.72558471799323,104.10830618979445,197852
2020-03-14,263.09228569096683,269.6910659930177,261.9314202783661,268.6264199237383,592092
2020-03-15,241.37146876952343,250.13274214824415,231.48196726189914,235.5243324823036,238593
2020-03-16,245.80143360819747,255.34711922111626,240.95147540457472,242.32934805390155,827067
2020-03-17,254.25406933718915,256.5777306655505,249.79512951275203,249.95546061372045,778841
2020-03-18,114.80893034681807,124.14821897327153,107.69210480258045,118.25646110820469,380618
2020-03-19,171.6931457088545,177.12219234657036,168.72886071806892,173.82440229264748,277832
2020-03-20,123.17381190502594,126.49801139971657,113.62416124947391,120.66226181828021,942150
2020-03-21,272.6206851751187,277.75290698126304,264.54358004537875,267.60744506980365,406773
2020-03-22,224.6596253655116,234.47991854308088,222.85492634470125,227.39920549740268,145232
2020-03-23,166.17960497052985,171.61316781646568,161.4213779884655,167.48015585440277,448688
2020-03-24,112.71167005720473,116.6704345497923,103.79960528914525,110.19340671186957,560385
2020-03-25,162.19646434313245,168.897072031983,152.69387614250977,168.6991584233368,883301
2020-03-26,165.03666440534943,168.19797497435317,159.8300508041006,160.97176830730336,412813
2020-03-27,245.92123566761282,247.60400562059078,239.40053316471645,245.10313236669694,309093
2020-03-28,227.51149427104264,229.67141176823847,225.00818875621397,226.8936173398313,431328
2020-03-29,277.44254851526534,279.5949610658853,267.52203088003256,272.69165493663854,803305
2020-03-30,194.44298503238986,196.8101092740005,191.35793971993886,195.27040440992303,113140
2020-03-31,123.91884918766034,126.16829374150504,114.43426322044421,122.55933015397025,488612
2020-04-01,242.648957444599,249.41683014782794,235.8021376036677,249.29778319047904,707745
2020-04-02,252.15700972337947,254.79393048297177,245.68737856946973,246.85660783178093,638645
2020-04-03,212.25543951389926,216.36644506381404,206.64124291475068,207.6537303006798,623375
2020-04-04,254.1934359909122,263.2645316800663,251.11740768545238,259.9160411112272,211672
2020-04-05,198.75911927287814,204.02477403524398,196.17036698482858,200.71325326363174,430817
2020-04-06,204.5465658763988,211.55458552308804,201.5621899947672,204.30171181334086,745961
2020-04-07,185.5082036717099,188.05908251252458,182.8302593124116,183.24552915151955,689921
2020-04-08,105.08382534881903,107.81442651809706,97.06756508671825,97.98812242558554,832303
2020-04-09,121.57828539866088,122.9461029450592,117.42715806616032,122.36214821464596,720399
2020-04-10,106.28583713734685,108.80625270499633,104.76525304827628,105.54058884160051,964690
2020-04-11,227.28208225275608,230.78939530404372,217.5601585814888,221.8381175260574,506140
2020-04-12,162.87119621526534,165.46429057375607,153.9171232505945,156.53436265197533,169286
2020-04-13,201.71413823294057,203.51246103675408,192.36436768418366,196.32189964141574,193269
2020-04-14,281.5132947852186,283.599017625124,271.5591243814007,272.3949800366327,358635
2020-04-15,149.85844582977498,155.0054547420695,147.29338858679958,151.29641203282475,174071
2020-04-16,182.07658460712594,184.93358807277806,177.51040643700202,178.01230677740747,550542
2020-04-17,251.11022770860973,255.38865645804242,243.2860814272729,252.9724561145577,321095
2020-04-18,145.75963309832449,151.29038853601818,138.49544753584036,141.48577983491307,613317
2020-04-19,115.3959819657586,122.60953542342288,113.0109188086999,118.19428614437112,130651
2020-04-20,157.9502905827536,159.3040998413235,149.60779245783806,158.14130981261135,170202
2020-04-21,132.2442574508009,140.43895104098226,129.22429230427093,136.52365987758373,148777
2020-04-22,285.9395304685146,292.59063397393277,282.925171935111,288.0764551893174,248066
2020-04-23,261.6240759128834,263.35990720042327,255.7913061068427,258.24605890535685,953695
2020-04-24,226.68075130208467,235.54295891904567,220.34429188850933,225.4054770856125,290706
2020-04-25,274.29211803754356,283.5799696423299,268.07134216700325,278.4541659547627,724446
2020-04-26,260.7344153798229,262.28411701851667,258.9110338432431,262.2643485964554,897232
2020-04-27,137.31401177720716,140.80591061053198,128.41686401353374,136.61642057629726,924255
2020-04-28,278.51179969799557,286.7676112161331,275.1213993146972,281.6174631884956,863935
2020-04-29,207.86844838313016,215.6027855965831,205.7028140915849,212.93623332306584,426022
2020-04-30,261.4880310328125,264.1487202070199,252.4892983139917,257.91332681461205,380852
2020-05-01,279.21825998469865,282.10240389472904,269.6173965006309,270.36827409270006,768179
2020-05-02,163.60069499437276,167.9349439194952,154.8415464389837,162.20392215129917,830265
2020-05-03,122.01038490553535,127.37109177225454,113.72474023301145,126.79283150823954,688158
2020-05-04,145.58703250838835,152.15132545216102,138.68985468263716,141.04969011699632,633571
2020-05-05,185.42155772525126,189.7417804813792,179.46384138976902,186.55566963053695,785933
2020-05-06,263.60295318449863,268.76576562969694,261.82007234529596,263.2156961172251,965139
2020-05-07,272.1461166512687,279.8733550944725,267.4700377336324,274.11607855487614,524149
2020-05-08,101.39042610623814,102.72057493225351,97.0362294531273,97.58577179261461,630062
2020-05-09,202.14946051551314,205.42139301460932,198.8116764616702,201.7885006940186,303127
2020-05-10,183.4822006297558,190.90234690271677,175.97141960655853,187.26163929431445,242055
2020-05-11,144.42156209414605,153.47842363333086,138.95868047843712,144.00532973834206,720756
2020-05-12,123.97307346673657,129.57817044577757,122.24365752356773,127.12046115894806,982766
2020-05-13,167.5230342807256,173.31205564811344,164.5413854631773,171.5180147178844,904565
2020-05-14,288.5819407825038,290.54648888456177,281.43261190956747,289.8827964902467,625069
2020-05-15,164.64058640415107,169.66729770556216,162.95540866873836,164.5303002855215,214586
2020-05-16,203.75812434867322,209.55167974676843,195.0972621222343,200.86914113346535,549916
2020-05-17,240.60379177903556,243.78602631174812,235.1474730359098,236.4641268871555,389768
2020-05-18,172.7259204758588,176.14910955440322,167.40064127991897,176.08335171150054,631111
2020-05-19,294.35641654419214,298.75197401213376,288.0247464822565,297.9688967855969,642777
2020-05-20,292.48945898842226,293.6700997684218,284.0673302950959,289.2524141426587,271033
2020-05-21,150.35645916507283,154.25517165532145,146.2261762939531,152.98685770861908,612880
2020-05-22,199.44970117847708,202.35273324144597,192.34755580544552,197.5598328047522,391262
2020-05-23,160.17566196335395,164.12313813295518,154.08407428739181,160.34429082243108,200417
2020-05-24,156.96809887549352,159.0459580618668,153.56484444396872,154.05334558252724,181816
2020-05-25,107.37738947090656,116.39213499756562,98.46971959371014,112.00598981209853,777623
2020-05-26,221.91286679597937,228.2551988779658,213.73603260151702,215.59032590616152,375709
2020-05-27,200.53580464577232,207.64772551807272,193.6097381338465,205.20606510584915,775714
2020-05-28,110.29575024999787,118.39829139746391,101.6405146881497,114.74556676174203,274023
2020-05-29,155.72929284732228,161.2152726376838,146.92364503868407,157.0527603215923,977611
2020-05-30,281.65317719333075,283.4354597861176,274.27791040289543,274.60905087326705,647936
2020-05-31,147.9123781333945,153.74633700976142,139.37925817812146,143.7343271640934,543945
2020-06-01,128.9789744182446,135.26054448043251,121.70173126322105,125.26922545374266,141971
2020-06-02,197.89055205551261,205.5995073231716,190.7692851096699,196.1101880596447,118658
2020-06-03,297.1300908221201,302.0150267381872,290.56258841818345,291.566311569692,121253
2020-06-04,148.41105430230007,150.55927702746015,140.6366045462813,149.93373015289689,557382
2020-06-05,234.4271094811757,237.98109263336423,231.99966353353804,235.312192371684,279635
2020-06-06,252.32392306574351,256.59166373333125,243.39608623295317,247.4276559524907,257462
2020-06-07,147.52750879847994,154.34076397046437,138.68091704877287,144.897586836897,450808
2020-06-08,245.6432697223719,251.7802744643921,244.38004417506087,247.68944596077063,806938
2020-06-09,173.55662654385065,177.76149707693128,165.1242757887678,172.71411928386294,310097
2020-06-10,226.46116611871588,236.3398033578527,224.3013373114549,230.50932659260502,728138
2020-06-11,226.70594215217892,233.1579155263909,222.68987246384665,232.31410723081268,762212
2020-06-12,207.1549368149517,210.28997794057565,199.46336250832724,204.84379502161943,620498
2020-06-13,118.05795401088166,119.9739962644653,115.61111494644689,119.93978261384176,326058
2020-06-14,267.0604991178476,269.43623137050656,258.698795900776,267.84091644188203,757911
2020-06-15,164.15601299434718,167.36963254980776,155.6668053927275,158.1069679026853,958379
2020-06-16,137.30370207997083,139.74983443930682,131.73649247612332,139.19367016036716,685289
2020-06-17,108.15502831095279,110.83413152741454,107.09755546550129,107.53236736225124,280231
2020-06-18,218.17858863764837,221.744445155893,214.59524543907415,220.43935666353303,222775
2020-06-19,235.51287236845647,238.07323472610926,228.9605301030748,232.42903774917343,657531
2020-06-20,103.31756578557123,112.38845460720906,93.48689018332442,110.08197836373324,777160
2020-06-21,202.4186116598562,204.14071537081097,195.73228991670618,203.0312798854116,962371
2020-06-22,145.2991550395876,151.01975754571987,141.96092281001015,149.2616678189864,419972
2020-06-23,229.03455808188997,233.7281295247969,222.32850675399348,231.3345557053472,361716
2020-06-24,134.8732858009983,144.71469335317576,129.0134173835556,133.79726862872022,500455
2020-06-25,238.18754762049318,240.19589774000565,230.16893906413287,230.98031337136902,368854
2020-06-26,177.34706926010747,181.92776965151916,175.38424351066485,178.02115484466083,514600
2020-06-27,287.3459977473469,297.07123164682525,279.4967466248287,282.5463506144083,271918
2020-06-28,127.50418882919865,136.29375296224447,121.63278962111366,131.8214420593916,319055
2020-06-29,168.2132702100517,176.5669188485952,158.54634217532075,164.78325883399424,400135
2020-06-30,122.69470424811782,126.01582969152227,118.61785475376963,125.8353945687471,834417
2020-07-01,284.9387236557126,287.4767119422232,278.245126617507,284.16231504028104,500187
2020-07-02,275.4678706761962,282.4856596555161,266.07961772660605,279.57326833930495,522355
2020-07-03,151.58832554303112,160.95270944517938,149.665737991115,151.16154018931147,971877
2020-07-04,231.99680920683582,238.0076752439612,222.56175282170776,235.87636164174964,308139
2020-07-05,263.4444400402432,269.5889542454723,256.2534685395359,268.5588838636773,180257
2020-07-06,211.04016231989246,214.559974162835,209.42962878794592,211.92842465044325,577958
2020-07-07,205.9301156712013,213.85555206992873,202.22144356867994,209.27465602567565,924143
2020-07-08,148.37045818009034,151.05385191710806,140.9969093822828,148.68855760003538,106530
2020-07-09,118.62055356117985,122.53366668881804,117.0143981479609,117.97937948312595,373260
2020-07-10,279.44315159066537,284.2720795382131,273.20361744907893,278.76625101369945,690082
2020-07-11,280.0836114326661,285.6521048408262,275.97066392008946,279.83029647074915,310545
2020-07-12,226.62029145465357,229.80197904638928,220.03205179474628,221.462115049704,757258
2020-07-13,167.80595820974014,169.83948963239297,166.39427990542754,167.66051307210094,628423
2020-07-14,169.84191492253217,176.33749530450686,160.99808366716078,162.04380678309337,471616
2020-07-15,245.19113577404786,248.78881075321016,235.4297350514513,235.77455827039626,578336
2020-07-16,279.42205199051546,285.653195983319,269.7021512929442,271.8581948118849,875158
2020-07-17,277.4172848530235,279.8065492904913,269.67041836733716,279.4326792324733,713375
2020-07-18,255.97510917152476,261.3053700882181,253.80433301034907,257.9263744344818,820391
2020-07-19,228.40632923085755,234.19963412382182,220.58196046749634,233.73421146812788,919812
2020-07-20,116.82799299900977,118.29440483041161,115.60671075088055,116.7691327378782,379215
2020-07-21,132.32574281892275,136.35518132266805,131.12663085516178,132.7569772435807,120074
2020-07-22,279.7108377054159,281.9205697978667,275.79834573307,278.89705962595156,846084
2020-07-23,221.28581193191798,222.85618666617287,215.88802321827598,218.95061250193126,692131
2020-07-24,101.83941032332594,111.74905241483545,93.9057435630558,95.79115115906387,139901
2020-07-25,120.29430857320642,124.19549317797893,113.14465018374787,120.22632117396104,373349
2020-07-26,232.70035382161117,240.9892238343029,227.68722946422045,230.56096815168598,892338
2020-07-27,101.01231676924374,104.30408266211761,97.54967677270875,101.73462530427744,495807
2020-07-28,132.16161028349973,139.2951347835151,122.18748978208032,133.310899250373,687275
2020-07-29,209.74675787331722,217.5888086123244,204.91112615319346,206.8384489670545,442829
2020-07-30,238.37903953853865,244.73978820400924,233.31655631957156,234.0173673360805,472598
2020-07-31,230.3922519005201,235.63643759747154,227.91963750979508,233.94461858562244,467631
2020-08-01,144.85386189211195,149.56043011943737,136.70057595336257,142.61354234853542,678688
2020-08-02,242.4358442695072,246.57565866839414,235.19270423747378,235.85478007124198,256222
2020-08-03,147.44981749936002,156.81557979759046,144.46289098426118,156.75216501112226,131852
2020-08-04,165.07993963185356,173.55551430194313,163.33851022131097,163.92885444879207,613012
2020-08-05,249.29828102360483,258.98352321960346,242.1737873049324,253.85714595343765,939188
2020-08-06,229.92657980944293,232.04525482081283,223.03597888091272,231.8982137548752,477501
2020-08-07,269.8446820988356,277.4224893756684,266.3853463558517,269.0252113735775,743340
2020-08-08,231.52257846006867,240.96764257145801,221.964806399815,224.66794784849742,156481
2020-08-09,213.66172066709433,216.29281826258526,211.30219964106624,211.90798558011977,887715
2020-08-10,118.7349535656185,120.3334199719195,113.84394035623508,115.81203824431867,133691
2020-08-11,173.54316061188672,181.21324645549726,164.05061733037832,165.7848291094009,494341
2020-08-12,153.04047353634508,159.21073155496427,148.26292768400998,155.8405742999339,298137
2020-08-13,148.7979286758167,157.37438766664116,142.05119514683994,143.0057043619915,650458
2020-08-14,294.6021109504891,296.8600623401257,290.02376136882395,293.506324358297,632726
2020-08-15,178.61954493335207,186.77695074009108,175.15160811221403,186.73855053438197,906527
2020-08-16,278.40931103542266,281.22395691585234,268.5535122037842,278.8668775008274,771514
2020-08-17,226.22772519945258,228.7006286852439,221.5437191426172,225.94678901090217,501220
2020-08-18,258.9622607083297,261.44065288970864,249.9153678752175,253.4450281415031,896184
2020-08-19,200.5274186210384,208.85859110312086,197.45782716801864,204.57071631767278,155426
2020-08-20,215.38077692527182,222.36755191153762,212.46283458904605,217.6830313063231,339968
2020-08-21,198.50353876377278,204.21112758669486,197.22333201781217,200.20071559973584,388963
2020-08-22,139.0485975596089,143.27807191672042,132.18359613122595,133.63375924088297,595384
2020-08-23,244.49042305230105,253.38522791961904,240.1736859587872,251.887094751087,978483
2020-08-24,156.15447248817117,160.6864784549749,147.37524823961442,153.3624352474101,621121
2020-08-25,104.86319328629077,113.21258824153496,99.60430412606675,102.2527825621898,255289
2020-08-26,229.09445918143356,234.04667335856553,219.38071833020106,224.7742604314279,361501
2020-08-27,135.4221358814098,139.81463574623396,132.75240624008168,135.67708559776702,619165
2020-08-28,288.0917168705829,293.25583494160935,279.2741083589824,290.84451695156093,319780
2020-08-29,290.78571540051746,294.49811626799476,282.7963437253918,291.3809323407039,395138
2020-08-30,282.9728780440897,290.70136246567597,275.03458144229324,287.08711275118884,770396
2020-08-31,174.0317400510889,179.5562235619212,165.4286909980369,165.58453554547344,832635
2020-09-01,103.09132330577349,106.18123756209484,95.2421073872865,99.79447014614186,197756
2020-09-02,285.66371251754504,294.75988367701615,279.0277296228623,286.6003099694552,542632
2020-09-03,185.63682966346286,190.09185065582176,183.45562576432138,183.58299002949911,195665
2020-09-04,293.33096380873394,299.22293955875983,292.03822819331265,293.9049111070764,756005
2020-09-05,292.7239954178506,301.8822444165315,283.4363647875094,297.4605793479908,262002
2020-09-06,270.601891093472,277.2200330566979,264.05203826278535,265.8574981540197,361691
2020-09-07,158.88977841391713,160.94186078029242,150.72094279513155,156.19230374533416,706123
2020-09-08,177.01954572038505,186.47803483290633,171.6858445567721,174.86915159543136,222232
2020-09-09,270.2273343033714,276.87670678101415,268.1715606027098,268.27707371777916,842849
2020-09-10,163.38440103125555,167.39855156316932,161.25772890143259,162.73890427830378,545358
2020-09-11,133.8985493372185,136.15199799118898,126.72846175215776,135.9246434462721,343051
2020-09-12,211.36025249167002,219.50647919510268,206.48749943757485,216.92269487208682,257547
2020-09-13,287.23095483215616,293.81160963551275,284.4262322918531,293.4322211889687,512104
2020-09-14,239.2059593349946,245.0071091627815,233.78160841432165,239.2580143495562,668020
2020-09-15,214.012234017873,223.05726726533163,212.4343535841968,213.6000717504438,836983
2020-09-16,119.4352987541537,127.53267365517448,113.19755613692412,121.05261980660242,408449
2020-09-17,223.00144533983394,225.3665192574287,219.58050469991807,222.20953857228488,801397
2020-09-18,298.01077002085265,301.8162686310126,289.83273811511793,299.9511169824399,633634
2020-09-19,128.0168030473048,131.253205305635,124.22354541699262,124.91303260090615,887019
2020-09-20,203.66593047274733,211.36144710590142,198.56894913101112,204.81477288762036,112763
2020-09-21,275.47461438559105,276.7764062982131,274.37002952641814,274.7311031477766,290237
2020-09-22,248.15372355084088,254.28273071468274,246.50170156068984,249.02801441342106,862841
2020-09-23,239.4031481990536,247.26527637071982,234.87070619139342,244.0099302342995,956047
2020-09-24,240.49681679742184,249.3877075282776,235.17736728496774,241.9417468652818,529332
2020-09-25,171.89823024395105,175.9769659823942,165.4980453108773,169.43694883227235,745275
2020-09-26,158.71836885289866,167.10968459494677,155.09340564451495,159.83354264714075,316823
2020-09-27,261.8722310957027,263.8679167282996,254.61739412056383,258.8675168387545,191353
2020-09-28,262.02267893583615,270.6407495614468,253.28157736113332,266.9088147256957,321373
2020-09-29,273.41446371602075,275.5618616770086,265.3958048159806,274.46478848859954,457792
2020-09-30,282.64811051129425,287.22369612633753,281.291541083159,286.95873456162667,649844
2020-10-01,202.26847977218756,210.44413806420354,196.9439172468671,207.5672867232234,945474
2020-10-02,200.30325893743992,202.65251578357888,198.35888733167636,199.71312735318628,642387
2020-10-03,259.65903579335503,262.7222983504488,256.4806306505923,260.7757388187229,471233
2020-10-04,229.99278615555303,237.49305927109063,220.1128228161487,227.71846858565272,276168
2020-10-05,240.39337545154066,247.87370428045534,238.11091556542704,240.59721104038746,827346
2020-10-06,259.1585338872202,265.9288625831879,253.668540506158,263.9778968953406,768590
2020-10-07,278.00106836351324,285.24660436371715,271.4376667546502,271.96829381001515,522225
2020-10-08,167.59903137030716,173.4835513604355,160.27684663541024,172.18615099779333,302041
2020-10-09,175.11659052798882,178.3827820581514,169.0797523766066,173.37289092737453,133866
2020-10-10,118.7963879681738,122.90765190970907,117.70845034140115,121.02138925895089,205400
2020-10-11,215.6560281992348,218.29040765044763,211.7178764250389,216.05150066733214,970678
2020-10-12,107.18845475934842,116.36450981135107,101.52904996888601,114.80853326541589,439119
2020-10-13,193.11960362649205,199.37012977938713,191.32880513418854,196.44847274025045,535071
2020-10-14,208.52892694151532,213.13658969238807,204.3732845606327,209.75337189451753,443701
2020-10-15,157.30825042565687,162.46630265845405,156.00942244653456,156.43978668831494,237488
2020-10-16,218.16665211380214,227.6922021703085,216.45944563940697,222.2825967335837,696804
2020-10-17,106.10004998780988,108.4802126158546,101.52774050199552,102.57178629254209,286987
2020-10-18,107.46963774984289,113.74570623799406,105.27519596345535,111.5216362782025,511274
2020-10-19,264.5201121319317,270.07311024189187,258.41224449757766,264.385195547469,533934
2020-10-20,172.03812828225256,178.54121640116438,164.83294356001716,174.1576915515329,394746
2020-10-21,125.41210253037696,126.57509418476452,117.2068222383952,117.59722530403236,567874
2020-10-22,204.44865201096087,213.29776719145823,201.64729981275758,202.63516642967346,571328
2020-10-23,253.99871061972217,263.38777516207466,251.49136737939054,260.0130425080581,289139
2020-10-24,143.16420549936862,149.2504041516715,141.22309493635902,141.80173819100085,258588
2020-10-25,224.57809516380007,231.84795257869212,217.85022291790733,218.84765532967756,753583
2020-10-26,117.0694929987536,126.37198742934926,109.71121146037149,109.91294805358586,712257
2020-10-27,110.33634423372155,117.70149194254213,109.05206893029077,117.3252541359929,756449
2020-10-28,206.27092631362962,208.64377769985796,196.8450160974364,205.54670141048626,305735
2020-10-29,208.1270243220213,214.31361956352262,206.65928276915804,209.3631880229165,765847
2020-10-30,227.4859802996413,233.946415717087,221.6143132819317,225.27122044603937,362299
2020-10-31,245.21826674453231,250.03544278625378,237.83672206947406,242.10265410289955,223950
2020-11-01,295.1704158925069,302.79841401312945,286.33169377879216,299.08769675529413,429638
2020-11-02,203.26006966023908,212.66937279316022,195.83328727104723,206.96817944084086,700517
2020-11-03,164.59129458824918,173.92141120441016,156.37574184062106,159.62512204206283,204648
2020-11-04,259.0372389537407,264.09479329637793,254.98218722085545,256.568777007826,138547
2020-11-05,154.16645025241485,156.18559266498164,145.83302422869625,146.85167192618695,653083
2020-11-06,187.7942841411272,197.65785493178822,186.07325052366514,193.72259632101293,286368
2020-11-07,115.6912762684532,124.2413590464666,106.63792636390845,120.09350906771654,645735
2020-11-08,105.0701486830915,107.1921128139209,99.14181729770787,101.27551937124093,791958
2020-11-09,292.529682935585,301.8172598791414,284.1740030059226,284.54354033359056,846111
2020-11-10,267.19602410244113,276.0250913610003,262.12515954177644,263.2673401171707,356190
2020-11-11,239.19484121873958,244.86438373287424,232.40264196197086,244.46386378658718,306402
2020-11-12,181.79058888285397,188.11206780455834,176.05296493442896,179.61576389847164,352419
2020-11-13,134.65886401416915,139.24988834900032,127.07455831837117,136.44010401049988,854105
2020-11-14,131.2874085342172,132.78026328361548,129.5527386959419,131.56885572344297,974392
2020-11-15,150.04857963291906,154.06535480773218,148.50541087700398,150.62897385839662,949710
2020-11-16,209.84533294122411,218.07101397860623,206.6214038351328,208.97644279875033,679365
2020-11-17,242.91918454001248,243.9608727470539,240.48328241899378,240.9054146527428,212782
2020-11-18,232.03947534354626,236.04096788876655,223.19342324421643,231.09482980807303,727220
2020-11-19,155.98677938918857,160.57029763150706,153.01385350296619,158.867330386436,543316
2020-11-20,290.9730561326388,296.8096165590801,281.19026883026663,291.2476332703876,472013
2020-11-21,247.5793833391537,256.85808388686854,243.54732121321373,250.60604705422614,410925
2020-11-22,210.87081050228014,214.98792445157378,208.23174926108183,208.51517907604145,286339
2020-11-23,222.34414924687044,226.4667280639365,214.23686268258814,226.08135005591407,575595
2020-11-24,183.92001248555798,191.55752371854572,176.99164250605008,188.6256185444251,517168
2020-11-25,149.5461979002315,154.61615936823978,144.06243645215326,147.15279909121935,940230
2020-11-26,171.1945357302523,174.21597913671215,165.19626377181362,174.0353172086763,198696
2020-11-27,251.56922209287382,256.64117773806805,244.09640608842344,251.6468731905362,603650
2020-11-28,102.87869772595117,105.14641090936937,99.82260505396948,102.92331021205078,150939
